id,title,createdAt
229989145,【公投】公投總整理，為權發聲，請大家廣發,2018-11-04T04:43:44.555Z
229987195,反<em>空</em><em>汙</em>公投辯論被駁倒 林德福僅55秒就沉默,2018-11-03T17:08:56.665Z
229986596,蘇清泉韓國瑜反<em>空</em><em>汙</em>　籲高雄市要從源頭管制,2018-11-03T15:52:53.878Z
229986585,挺高雄1111反<em>空</em><em>汙</em>大遊行 蘇清泉：高屏一起翻轉,2018-11-03T15:50:49.512Z
229982516,淺談寶傑請假事件,2018-11-03T03:36:23.735Z
229970215,不懂為什麼韓國瑜會這麼火熱?,2018-11-01T08:07:22.503Z
229966956,#新聞 『空氣汙染是這世紀的“新種香菸”』,2018-10-31T17:02:48.91Z
229966577,高雄市政府帶頭違法？,2018-10-31T16:17:25.457Z
229944644,韓國瑜要打造高雄成為又年輕、又有錢的全台首富港都,2018-10-28T15:46:18.969Z
229925703,學校是怎麼了?  停電還是變電器出問題?,2018-10-26T00:27:12.231Z
229913863,韓國瑜政見畫大餅 其他候選人畫小餅?,2018-10-24T08:35:43.64Z
229913368,台獨 已核養綠 基本薪資,2018-10-24T07:02:47.885Z
229905942,#新聞  以核養綠公投逆轉勝將綁大選囉,2018-10-23T05:45:20.094Z
229873818,選舉   台中只有XX能選嗎,2018-10-18T04:48:28.239Z
229863299,「趣文分享」 原著：二師兄,2018-10-16T15:52:47.755Z
229850738,有人試圖謀殺我,2018-10-14T17:53:18.116Z
229846922,(轉)蘇花尬車,2018-10-14T07:56:21.576Z
229838750,侯友宜站出來！深澳說清楚講明白,2018-10-12T16:49:40.416Z
229836065,我被性侵了,2018-10-12T09:53:22.326Z
229835820,祈雨樓,2018-10-12T09:11:39.122Z
229834778,#新聞 中火4座燃媒機組　賴清德：2023年天然氣接替後退場,2018-10-12T05:56:57.292Z
229833840,#舊聞 打假新聞玩真的…首波抓到這些咖 警方很為難,2018-10-12T02:23:39.176Z
229831088,母湯喔！侯友宜副市長請勿消費深澳發電廠,2018-10-11T13:43:42.695Z
